2.064806187500000334e+00 1.002900000000000063e+02
2.090825464899999986e+00 1.004000000000000057e+02
2.117070865800000590e+00 1.007699999999999960e+02
2.141673102600000433e+00 1.007600000000000051e+02
2.167918503500000149e+00 1.009300000000000068e+02
2.192158942700000779e+00 1.011599999999999966e+02
2.217741048000000603e+00 1.013900000000000006e+02
2.243609576400000805e+00 1.014399999999999977e+02
2.269704228300000182e+00 1.016700000000000017e+02
2.293567795000000409e+00 1.019000000000000057e+02
2.319526772800000192e+00 1.021299999999999955e+02
2.345546050200000288e+00 1.021800000000000068e+02
2.370902032000000492e+00 1.024200000000000017e+02
2.396695185900000968e+00 1.026500000000000057e+02
2.421598920700000601e+00 1.027000000000000028e+02
2.447105651500000256e+00 1.029300000000000068e+02
2.472838505800000419e+00 1.031599999999999966e+02
2.498857783200000515e+00 1.033900000000000006e+02
2.523022847900000976e+00 1.034399999999999977e+02
2.548740627300000394e+00 1.036599999999999966e+02
2.575061402700000723e+00 1.038900000000000006e+02
2.600568133500000378e+00 1.039399999999999977e+02
2.626512036400000305e+00 1.041700000000000017e+02
2.650375603100000532e+00 1.043900000000000006e+02
2.676033082900000526e+00 1.046200000000000045e+02
2.701313690200000561e+00 1.046700000000000017e+02
2.716690088200000464e+00 1.049000000000000057e+02
2.719071922400000396e+00 1.051299999999999955e+02
2.742649066000000246e+00 1.051700000000000017e+02
2.768517594400000448e+00 1.054000000000000057e+02
2.794536871800000544e+00 1.056200000000000045e+02
2.819742104600000410e+00 1.058400000000000034e+02
2.844133292800000490e+00 1.058900000000000006e+02
2.870077195700000416e+00 1.060999999999999943e+02
2.895282428500000282e+00 1.063299999999999983e+02
2.921226331400000209e+00 1.063700000000000045e+02
2.946506938700000244e+00 1.065999999999999943e+02
2.971048875900000219e+00 1.068100000000000023e+02
2.996766655300000526e+00 1.070300000000000011e+02
3.022650258600000583e+00 1.070699999999999932e+02
3.048217289000000552e+00 1.072999999999999972e+02
3.072608477200000632e+00 1.075199999999999960e+02
3.098703129100000453e+00 1.075499999999999972e+02
3.124134485400000383e+00 1.077800000000000011e+02
3.149776890300000520e+00 1.079899999999999949e+02
3.175057497600000556e+00 1.082099999999999937e+02
