1.521645044549999781e+01 1.983700000000000045e+02
1.519205925729999862e+01 1.983199999999999932e+02
1.516581385639999979e+01 1.980500000000000114e+02
1.514030712559999969e+01 1.977700000000000102e+02
1.511464964580000014e+01 1.977199999999999989e+02
1.508959516200000195e+01 1.974499999999999886e+02
1.506543009729999838e+01 1.971699999999999875e+02
1.503969724299999910e+01 1.971299999999999955e+02
1.501373826520000065e+01 1.968499999999999943e+02
1.498845765789999973e+01 1.965800000000000125e+02
1.496370467210000044e+01 1.963199999999999932e+02
1.493871048789999989e+01 1.962700000000000102e+02
1.491312838260000007e+01 1.960000000000000000e+02
1.488680760720000151e+01 1.957299999999999898e+02
1.486107475289999869e+01 1.956699999999999875e+02
1.483668356469999949e+01 1.954000000000000057e+02
1.481089041079999902e+01 1.951399999999999864e+02
1.478500680750000029e+01 1.948600000000000136e+02
1.475919857870000129e+01 1.948100000000000023e+02
1.473480739050000210e+01 1.945500000000000114e+02
1.470945140869999790e+01 1.942899999999999920e+02
1.468358288030000125e+01 1.940300000000000011e+02
1.465822689850000060e+01 1.939799999999999898e+02
1.463241866970000160e+01 1.937100000000000080e+02
1.460780135799999968e+01 1.934399999999999977e+02
1.458199312920000068e+01 1.933899999999999864e+02
1.455589847730000130e+01 1.931100000000000136e+02
1.453061787000000038e+01 1.928499999999999943e+02
1.450577443479999928e+01 1.928000000000000114e+02
1.447998128089999881e+01 1.925399999999999920e+02
1.445454992460000199e+01 1.922700000000000102e+02
1.442828944880000108e+01 1.920099999999999909e+02
1.440257166940000033e+01 1.919600000000000080e+02
1.437846690430000152e+01 1.916999999999999886e+02
1.435274912490000077e+01 1.914399999999999977e+02
1.432752881720000104e+01 1.911800000000000068e+02
1.430166028880000084e+01 1.911299999999999955e+02
1.427547518749999966e+01 1.908600000000000136e+02
1.425123474829999992e+01 1.906100000000000136e+02
1.422595414099999900e+01 1.905500000000000114e+02
1.420001023809999907e+01 1.903000000000000114e+02
1.417435275829999952e+01 1.900300000000000011e+02
1.414996157010000033e+01 1.897800000000000011e+02
1.412437946480000051e+01 1.897299999999999898e+02
1.409857123599999973e+01 1.894699999999999989e+02
1.407313987970000113e+01 1.891999999999999886e+02
1.404719597680000120e+01 1.891599999999999966e+02
1.402265403959999901e+01 1.889099999999999966e+02
1.399707193429999919e+01 1.886599999999999966e+02
1.397133907999999991e+01 1.883799999999999955e+02
1.394531980260000026e+01 1.883300000000000125e+02
1.392107936340000052e+01 1.880800000000000125e+02
1.389549725810000069e+01 1.878199999999999932e+02
1.386946290580000074e+01 1.877700000000000102e+02
1.384425767300000132e+01 1.875000000000000000e+02
1.381844944420000054e+01 1.872400000000000091e+02
1.379398288149999985e+01 1.869900000000000091e+02
1.376818972759999937e+01 1.869399999999999977e+02
1.374290912030000023e+01 1.866699999999999875e+02
1.371725164049999890e+01 1.864099999999999966e+02
1.369293582679999943e+01 1.863600000000000136e+02
1.366727834699999988e+01 1.861100000000000136e+02
1.364162086720000033e+01 1.858400000000000034e+02
1.361603876190000051e+01 1.857899999999999920e+02
1.359038128210000096e+01 1.855200000000000102e+02
1.356621621740000094e+01 1.852500000000000000e+02
1.353997081649999856e+01 1.851999999999999886e+02
1.351431333669999901e+01 1.849300000000000068e+02
1.348821868479999964e+01 1.846699999999999875e+02
1.346360137310000127e+01 1.845999999999999943e+02
1.343847151479999980e+01 1.843499999999999943e+02
1.341304015849999942e+01 1.840800000000000125e+02
1.338766910180000025e+01 1.838199999999999932e+02
1.336157444990000087e+01 1.837599999999999909e+02
1.333778625769999948e+01 1.835000000000000000e+02
1.331256594999999976e+01 1.832400000000000091e+02
1.328639592360000066e+01 1.831800000000000068e+02
1.326043694580000043e+01 1.829099999999999966e+02
1.323672412810000054e+01 1.826500000000000057e+02
1.321106664830000099e+01 1.825999999999999943e+02
1.318548454299999939e+01 1.823499999999999943e+02
1.315997781220000107e+01 1.820900000000000034e+02
1.313395853480000142e+01 1.820399999999999920e+02
1.310992914420000055e+01 1.817800000000000011e+02
1.308413599030000007e+01 1.815200000000000102e+02
1.305832776149999930e+01 1.812700000000000102e+02
1.303274565619999947e+01 1.812299999999999898e+02
1.300723892539999937e+01 1.809699999999999989e+02
1.298254623920000128e+01 1.807100000000000080e+02
1.295741638089999981e+01 1.806599999999999966e+02
1.293117098000000098e+01 1.804000000000000057e+02
1.290536275120000020e+01 1.801399999999999864e+02
1.288030826740000023e+01 1.798899999999999864e+02
1.285465078760000068e+01 1.798400000000000034e+02
1.282884255880000168e+01 1.795800000000000125e+02
1.280326045350000008e+01 1.793199999999999932e+02
1.277790447170000121e+01 1.790699999999999932e+02
1.275307611140000041e+01 1.790200000000000102e+02
1.272726788259999964e+01 1.787700000000000102e+02
1.270191190079999899e+01 1.785200000000000102e+02
1.267587754850000081e+01 1.784699999999999989e+02
1.265178785830000052e+01 1.782100000000000080e+02
